id,date,product,state,county,amount,severity
C00175,2023-07-02,Life,NY,,13362.16,Medium
C00176,2023-01-07,Home,CT,Middlesex,6932.33,Low
C00177,2023-02-15,Life,MA,,14698.12,Low
C00178,2023-07-28,Health,CT,Middlesex,3865.87,Medium
C00179,2023-11-16,Auto,CT,Tolland,11051.29,Medium
C00180,2023-03-06,Auto,NY,,13347.72,Medium
C00181,2023-06-08,Health,CT,Fairfield,8313.82,Medium
C00182,2023-10-18,Health,RI,,9577.15,High
C00183,2024-08-03,Health,RI,,17312.08,Low
C00184,2024-01-08,Health,MA,,4232.61,Medium
C00185,2023-01-07,Home,NY,,16443.3,Low
C00186,2024-02-20,Health,RI,,2773.51,Medium
C00187,2023-02-22,Health,MA,,12519.45,Low
C00188,2024-01-15,Home,MA,,3403.93,Low
C00189,2023-06-25,Health,CT,New Haven,16135.31,Low
C00190,2023-07-22,Home,RI,,1061.25,Medium
C00191,2024-05-09,Auto,RI,,12800.08,Medium
C00192,2023-03-30,Home,MA,,12371.64,Medium
C00193,2023-07-20,Home,NY,,1025.91,Low
C00194,2024-06-14,Health,MA,,3159.45,Low
C00195,2023-07-17,Life,CT,Hartford,12070.49,Low
C00196,2024-07-17,Health,RI,,5135.33,Low
C00197,2024-02-03,Health,RI,,3739.53,Low
C00198,2023-01-04,Health,NY,,15318.59,Low
C00199,2024-04-14,Health,MA,,1528.99,Low
C00200,2024-01-03,Life,NY,,8950.95,Low
C00201,2024-06-06,Home,CT,Hartford,14722.91,Low
C00202,2024-06-07,Health,CT,Hartford,15728.01,Medium
C00203,2023-01-27,Home,CT,New Haven,17736.76,Low
C00204,2023-10-22,Home,MA,,7147.77,Low
C00205,2023-09-16,Life,MA,,5644.85,Medium
C00206,2024-04-12,Life,MA,,18414.17,Low
C00207,2023-08-02,Home,RI,,929.29,Low
C00208,2023-07-06,Home,NY,,5708.32,Medium
C00209,2023-12-02,Home,NY,,5433.95,Medium
C00210,2024-06-27,Health,CT,Middlesex,11684.86,Low
C00211,2023-04-18,Health,RI,,7555.03,Medium
C00212,2024-01-20,Home,RI,,15339.86,Low
C00213,2024-03-28,Home,MA,,19168.0,Medium
C00214,2023-10-31,Life,RI,,19684.29,Medium
C00215,2024-08-22,Auto,RI,,4588.42,Medium
C00216,2023-10-25,Health,NY,,17931.74,Low
C00217,2023-05-16,Home,NY,,1102.56,Medium
C00218,2023-02-25,Life,CT,Middlesex,7271.6,Low
C00219,2023-08-18,Life,NY,,4242.85,Low
C00220,2024-05-01,Home,MA,,16069.75,Low
C00221,2023-06-02,Auto,NY,,3064.89,Low
C00222,2023-10-04,Life,NY,,1967.08,High
C00223,2024-07-29,Health,RI,,10448.13,Medium
C00224,2024-05-19,Home,MA,,1606.86,High
C00225,2024-06-28,Home,CT,New London,1355.91,Low
C00226,2023-04-18,Home,CT,Tolland,10461.51,Low
C00227,2024-06-03,Home,NY,,1462.59,Low
C00228,2023-02-19,Auto,NY,,8845.62,Low
C00229,2024-04-21,Home,CT,Windham,2284.58,Low
C00230,2023-08-26,Life,CT,New Haven,18518.53,Medium
C00231,2023-09-27,Health,CT,Litchfield,18362.05,Medium
C00232,2023-09-29,Home,RI,,10247.09,Low
C00233,2023-06-23,Home,RI,,4214.97,Medium
C00234,2023-06-13,Home,RI,,6705.36,Medium
C00235,2023-09-02,Health,NY,,10706.24,Low
C00236,2023-01-07,Home,CT,New London,6293.47,Low
C00237,2023-08-06,Auto,NY,,3596.61,Low
C00238,2023-02-03,Auto,CT,New Haven,3403.86,Medium
C00239,2023-05-26,Auto,CT,Hartford,12942.19,Low
C00240,2023-02-13,Auto,CT,Hartford,15283.02,Medium
C00241,2023-07-24,Auto,CT,New London,4222.58,Low
C00242,2023-02-04,Life,CT,New Haven,2826.54,Low
C00243,2023-07-29,Life,RI,,5370.96,Low
C00244,2023-12-26,Life,RI,,15245.07,Low
C00245,2023-11-25,Life,NY,,813.43,Medium
C00246,2024-02-27,Auto,CT,New London,14152.26,Low
C00247,2024-07-04,Auto,MA,,5884.77,Low
C00248,2024-03-22,Life,CT,Tolland,19561.74,Medium
C00249,2023-01-05,Health,RI,,13965.12,Low
C00250,2023-07-08,Life,NY,,15599.67,High
C00251,2024-08-14,Life,MA,,18778.13,Medium
C00252,2023-08-26,Home,NY,,12803.33,Low
C00253,2023-03-24,Auto,NY,,7241.22,Medium
C00254,2024-02-15,Auto,NY,,12988.08,Low
C00255,2024-01-16,Life,MA,,18044.07,Low
C00256,2024-05-28,Health,MA,,19033.1,High
C00257,2024-04-16,Auto,MA,,6667.87,Low
C00258,2023-06-09,Life,NY,,8888.2,Low
C00259,2023-09-21,Home,MA,,12925.48,Low
C00260,2023-09-01,Life,MA,,14122.69,Low
C00261,2023-06-08,Home,MA,,12137.32,Medium
C00262,2023-12-23,Home,MA,,3947.61,Low
C00263,2023-04-15,Auto,MA,,3189.01,Low
C00264,2023-06-01,Life,RI,,4084.58,Low
C00265,2023-04-20,Home,RI,,9385.54,Medium
C00266,2023-01-13,Health,NY,,10109.63,Medium
C00267,2023-10-31,Auto,NY,,12153.43,Low
C00268,2024-02-19,Health,CT,Tolland,11831.05,Medium
C00269,2024-03-07,Home,MA,,12902.47,Medium
C00270,2024-04-09,Life,NY,,14072.87,Low
C00271,2024-03-05,Health,MA,,12666.37,Medium
C00272,2023-09-14,Health,NY,,12507.06,Low
C00273,2024-02-24,Life,MA,,7896.43,Medium
C00274,2024-05-16,Life,CT,Hartford,3384.68,Low
C00275,2023-07-24,Auto,RI,,9244.34,Medium
C00276,2023-07-29,Auto,NY,,16613.91,Medium
C00277,2024-06-18,Health,RI,,9246.81,Medium
C00278,2023-07-08,Auto,NY,,12357.25,Medium
C00279,2023-02-27,Life,RI,,1417.78,Low
C00280,2023-03-18,Health,NY,,13562.71,Medium
C00281,2024-08-17,Auto,RI,,14881.12,Low
C00282,2024-06-23,Health,MA,,3457.76,Low
C00283,2023-03-12,Health,MA,,14469.95,Medium
C00284,2023-05-30,Health,RI,,6027.98,Low
C00285,2024-07-15,Health,MA,,17043.26,Low
C00286,2023-10-01,Life,NY,,20460.91,High
C00287,2024-05-08,Life,CT,Litchfield,6176.04,Low
C00288,2024-05-06,Health,NY,,1891.35,Medium
C00289,2024-01-07,Life,MA,,1329.84,Medium
C00290,2024-08-01,Home,RI,,7033.97,Low
C00291,2024-08-19,Home,CT,Hartford,19781.92,High
C00292,2023-09-14,Home,CT,Fairfield,9148.8,Low
C00293,2023-06-06,Health,MA,,3524.67,Medium
C00294,2023-04-03,Home,RI,,4419.4,Low
C00295,2023-03-22,Auto,NY,,5436.99,Low
C00296,2023-08-28,Health,MA,,1357.4,Low
C00297,2024-04-23,Health,MA,,3459.4,Low
C00298,2023-01-07,Life,MA,,11338.87,Low
C00299,2023-10-31,Life,NY,,19999.02,Low
C00300,2023-03-19,Life,MA,,764.88,Medium
C00301,2023-02-16,Auto,RI,,9796.58,Low
C00302,2023-05-28,Health,CT,Tolland,6904.41,Medium
C00303,2024-01-10,Health,RI,,11171.69,Medium
C00304,2023-08-04,Health,RI,,5181.12,Low
C00305,2023-02-23,Life,RI,,9975.86,Low
C00306,2023-12-08,Life,RI,,19740.41,High
C00307,2023-05-01,Home,RI,,6124.55,Low
C00308,2024-08-23,Health,CT,Hartford,17734.91,Medium
C00309,2024-07-12,Life,CT,New London,1118.65,Low
C00310,2024-05-01,Home,CT,New London,13988.79,Medium
C00311,2023-03-26,Auto,MA,,9266.01,Medium
C00312,2023-06-28,Auto,CT,Fairfield,2191.99,Low
C00313,2023-01-14,Home,RI,,11329.61,Medium
C00314,2023-09-22,Home,RI,,6505.85,Low
C00315,2024-03-17,Auto,CT,Windham,15520.79,Medium
C00316,2024-03-07,Health,NY,,13663.26,Low
C00317,2023-06-09,Health,NY,,1841.91,Low
C00318,2024-04-28,Home,MA,,8654.6,Medium
C00319,2023-01-10,Home,CT,New Haven,2753.58,Medium
C00320,2023-01-19,Home,RI,,14935.31,Low
C00321,2023-02-21,Home,RI,,1868.93,Medium
C00322,2024-07-24,Health,NY,,17822.14,Medium
C00323,2023-02-23,Auto,CT,Hartford,13083.81,Low
C00324,2023-03-23,Life,NY,,12082.36,Low
C00325,2024-05-13,Life,CT,Middlesex,21914.66,High
C00326,2024-04-26,Home,MA,,3766.15,High
C00327,2023-06-17,Health,NY,,15767.6,Low
C00328,2023-10-06,Life,RI,,12512.58,Low
C00329,2023-12-07,Life,CT,Fairfield,19532.47,Low
C00330,2023-09-10,Health,NY,,12115.29,Medium
C00331,2023-08-28,Life,NY,,6566.21,Medium
C00332,2023-10-02,Home,NY,,16356.53,Low
C00333,2023-02-13,Home,RI,,17370.66,Medium
C00334,2024-08-08,Life,MA,,23978.62,High
C00335,2024-07-14,Life,NY,,10891.63,Low
C00336,2024-05-11,Home,NY,,14499.37,Medium
C00337,2023-08-28,Auto,RI,,9413.39,Medium
C00338,2023-07-31,Auto,RI,,9302.41,Medium
C00339,2023-03-31,Auto,RI,,11675.89,Low
C00340,2023-09-23,Health,RI,,4197.02,Low
C00341,2023-08-06,Auto,MA,,14081.07,Low
C00342,2024-01-07,Health,RI,,17167.62,Medium
C00343,2023-09-10,Life,CT,Windham,7559.03,Medium
C00344,2024-04-19,Life,CT,Fairfield,7029.45,Low
C00345,2024-06-15,Auto,CT,New Haven,17441.26,Low
C00346,2024-08-02,Home,NY,,15627.98,Low
C00347,2024-03-12,Home,CT,Windham,949.84,Low
C00348,2023-07-25,Health,MA,,1209.75,Low
C00349,2024-07-24,Health,RI,,16942.99,Low
C00350,2023-03-07,Auto,NY,,1981.15,Medium
C00351,2023-11-23,Auto,MA,,20190.73,High
C00352,2024-02-07,Health,MA,,7544.04,Medium
C00353,2023-08-29,Home,MA,,5266.07,Low
C00354,2023-12-27,Auto,CT,Hartford,10364.02,Low
C00355,2024-05-10,Home,CT,New Haven,314.39,Low
C00356,2023-07-23,Health,RI,,2287.31,Medium
C00357,2023-11-28,Life,RI,,7624.67,Low
C00358,2024-01-24,Health,MA,,3034.36,Low
C00359,2023-01-13,Home,NY,,3307.73,Medium
C00360,2023-08-14,Home,CT,Middlesex,19167.49,Medium
C00361,2024-01-30,Health,CT,New Haven,9880.2,High
C00362,2023-08-28,Auto,NY,,3026.8,Medium
C00363,2023-08-15,Health,CT,Fairfield,3065.28,Low
C00364,2023-06-02,Health,RI,,3282.59,Low
C00365,2023-10-05,Life,RI,,5361.31,Medium
C00366,2023-04-22,Health,RI,,3690.79,High
C00367,2024-06-09,Health,CT,Tolland,2559.94,Medium
C00368,2023-07-26,Health,RI,,29943.14,High
C00369,2023-09-01,Life,CT,New London,3411.43,Low
C00370,2023-10-28,Auto,MA,,10254.29,Low
C00371,2024-06-07,Health,MA,,16678.45,Low
C00372,2024-06-23,Home,RI,,1002.85,Low
C00373,2024-02-23,Life,MA,,2933.87,Low
C00374,2023-07-04,Home,MA,,1769.48,Low
C00375,2023-03-31,Life,NY,,2913.41,Low
C00376,2023-07-16,Home,RI,,13906.41,Low
C00377,2024-06-16,Auto,NY,,7083.3,Low
C00378,2023-10-16,Auto,NY,,18222.28,Low
C00379,2024-05-03,Life,MA,,11349.93,Low
C00380,2024-01-11,Life,CT,Fairfield,17189.85,Low
C00381,2023-12-31,Auto,NY,,14348.88,Low
C00382,2023-11-25,Auto,NY,,2332.23,Low
C00383,2024-05-21,Auto,NY,,10839.16,Low
C00384,2023-01-22,Auto,MA,,3811.4,Low
C00385,2023-04-16,Life,RI,,19116.01,Low
C00386,2023-01-20,Life,CT,Tolland,12068.09,Low
C00387,2024-08-13,Home,NY,,2236.72,Medium
C00388,2023-04-07,Auto,MA,,9403.94,Low
C00389,2024-08-22,Auto,RI,,8231.88,Low
C00390,2023-05-21,Home,MA,,11542.26,Low
C00391,2024-02-11,Auto,MA,,11845.72,High
C00392,2024-03-06,Auto,CT,New London,6903.26,Medium
C00393,2023-09-04,Health,RI,,11375.61,Medium
C00394,2023-11-25,Auto,NY,,3103.26,Low
C00395,2023-12-28,Health,MA,,428.78,Medium
C00396,2023-04-22,Auto,MA,,4175.54,Low
C00397,2023-01-22,Home,MA,,8061.62,Low
C00398,2024-04-09,Auto,CT,Hartford,12494.33,Medium
C00399,2023-10-07,Life,CT,New Haven,470.61,Low
C00400,2023-08-31,Auto,CT,Litchfield,13020.9,Low
C00401,2023-05-04,Auto,CT,Litchfield,10769.86,Low
C00402,2023-06-01,Auto,NY,,17726.77,Low
C00403,2024-02-21,Life,RI,,1939.38,Low
C00404,2024-07-13,Health,RI,,11489.55,Medium
C00405,2024-01-31,Life,MA,,11050.99,Low
C00406,2024-05-04,Life,NY,,6806.6,Low
C00407,2023-07-13,Health,NY,,7182.53,Low
C00408,2023-09-02,Life,RI,,5839.44,Low
C00409,2023-08-10,Auto,RI,,3339.62,Medium
C00410,2023-03-10,Health,RI,,10436.51,Medium
C00411,2024-03-26,Auto,RI,,19788.27,Low
C00412,2023-06-08,Life,NY,,2978.48,Medium
C00413,2023-07-27,Auto,RI,,14916.92,Medium
C00414,2024-05-01,Home,RI,,2246.46,Low
C00415,2024-02-25,Health,CT,Windham,17287.18,High
C00416,2024-03-03,Auto,RI,,9155.21,Low
C00417,2024-04-13,Life,RI,,7935.55,Low
C00418,2024-07-22,Life,NY,,14966.4,Low
C00419,2024-05-26,Health,NY,,10830.11,Low
C00420,2023-05-29,Health,NY,,1941.01,Low
C00421,2023-12-05,Home,RI,,6367.99,High
C00422,2024-03-12,Auto,CT,Hartford,17938.66,Low
C00423,2023-11-04,Health,RI,,10441.86,Low
C00424,2024-03-16,Health,NY,,11975.47,Low
C00425,2023-12-26,Auto,NY,,10599.92,Medium
C00426,2023-04-12,Life,NY,,13041.02,Low
C00427,2024-08-10,Home,MA,,14755.38,High
C00428,2024-03-26,Auto,RI,,6497.94,Low
C00429,2023-03-18,Home,RI,,17911.32,Low
C00430,2023-12-18,Home,NY,,16360.02,Low
C00431,2023-08-01,Health,MA,,12675.94,Low
C00432,2023-04-20,Auto,RI,,412.53,Medium
C00433,2023-01-03,Auto,RI,,12107.71,High
C00434,2023-04-11,Home,CT,Hartford,15425.53,Low
C00435,2024-08-03,Home,RI,,8339.79,Low
C00436,2023-05-05,Home,MA,,10287.86,Low
C00437,2023-01-30,Home,CT,New Haven,14865.67,High
C00438,2024-04-23,Auto,NY,,13754.38,Medium
C00439,2024-08-15,Home,RI,,7206.13,Medium
C00440,2023-06-23,Auto,CT,Litchfield,18964.47,Medium
C00441,2023-03-06,Home,RI,,7836.0,Low
C00442,2023-02-25,Health,MA,,19200.33,Low
C00443,2024-03-26,Home,CT,Tolland,3356.16,Low
C00444,2023-06-27,Auto,RI,,16354.8,Medium
C00445,2023-11-07,Life,NY,,15017.89,High
C00446,2023-03-11,Health,MA,,11779.44,Medium
C00447,2024-02-28,Health,RI,,9790.91,Medium
C00448,2023-09-07,Home,CT,Fairfield,3893.75,Low
C00449,2023-10-25,Life,NY,,10768.26,Low
C00450,2024-01-30,Health,RI,,19232.33,Medium
C00451,2024-03-08,Home,RI,,9446.87,Low
C00452,2023-12-19,Health,MA,,13352.63,Low
C00453,2023-12-16,Home,MA,,2034.1,Medium
C00454,2023-10-04,Health,MA,,15939.79,Low
C00455,2023-09-03,Life,MA,,14504.83,Low
C00456,2024-01-21,Life,MA,,15293.44,High
C00457,2023-08-21,Home,NY,,29938.2,High
C00458,2024-03-26,Home,RI,,10301.84,Low
C00459,2023-05-09,Life,CT,New Haven,15343.29,Medium
C00460,2023-01-30,Life,MA,,14271.95,Low
C00461,2023-07-01,Life,MA,,17848.15,Low
C00462,2023-03-11,Life,RI,,14430.63,Low
C00463,2023-04-01,Life,MA,,14390.5,Low
C00464,2023-10-17,Health,RI,,9396.4,Medium
C00465,2023-05-16,Home,RI,,13656.57,Low
C00466,2023-12-26,Auto,NY,,14045.12,Medium
C00467,2023-09-12,Life,NY,,3201.63,High
C00468,2023-10-26,Home,CT,Litchfield,1000.95,Medium
C00469,2023-02-10,Health,MA,,6200.91,Low
C00470,2024-01-25,Home,CT,Litchfield,4707.57,Low
C00471,2024-05-24,Health,RI,,11590.45,Medium
C00472,2023-01-01,Auto,CT,Litchfield,11785.45,Medium
C00473,2023-02-18,Auto,MA,,6507.32,Low
C00474,2023-12-20,Health,CT,New London,18575.37,High
C00475,2023-08-15,Auto,RI,,19002.32,Low
C00476,2024-03-29,Health,RI,,13596.44,Low
C00477,2023-07-30,Home,NY,,3948.06,Low
C00478,2024-07-26,Home,RI,,19394.4,Low
C00479,2023-08-30,Home,RI,,5291.12,High
C00480,2023-12-22,Auto,NY,,6348.95,Low
C00481,2023-05-20,Health,NY,,4985.89,Low
C00482,2024-06-11,Home,NY,,10738.39,High
C00483,2023-11-03,Home,MA,,4967.27,Low
C00484,2023-05-01,Home,NY,,3264.86,Medium
C00485,2024-04-17,Home,NY,,5928.93,Low
C00486,2024-01-05,Home,NY,,17937.08,Low
C00487,2023-11-08,Auto,MA,,9070.76,Medium
C00488,2023-04-26,Life,MA,,11469.88,Low
C00489,2023-10-24,Auto,MA,,9476.53,Low
C00490,2024-05-12,Life,CT,Middlesex,9879.75,Low
C00491,2024-03-20,Home,NY,,6571.9,Medium
C00492,2024-01-03,Life,CT,Litchfield,1747.27,Medium
C00493,2023-01-29,Home,CT,New London,3877.55,Low
C00494,2024-06-22,Auto,MA,,16641.8,Medium
C00495,2023-12-01,Home,NY,,7253.69,Medium
C00496,2023-08-24,Home,RI,,7511.67,Low
C00497,2023-09-17,Auto,MA,,11424.02,Low
C00498,2024-02-17,Health,CT,Tolland,14669.05,Low
C00499,2023-11-03,Home,CT,Fairfield,8975.13,Low
C00500,2024-02-16,Health,CT,Hartford,4521.85,Low
C00501,2024-01-17,Health,CT,Hartford,1625.49,Low
C00502,2023-02-26,Life,NY,,374.2,Low
C00503,2023-06-30,Health,MA,,8974.48,Low
C00504,2024-07-30,Home,RI,,10945.89,Low
C00505,2024-06-13,Health,NY,,27288.59,High
C00506,2023-06-08,Auto,NY,,1388.17,Medium
C00507,2023-12-06,Health,RI,,14577.75,High
C00508,2023-05-21,Life,RI,,12748.18,Low
C00509,2023-07-13,Health,MA,,3108.98,Medium
